epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
34,15070,0.74524,0.32923,0.75228,0,0,0,0,0,0,0,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,15503.2,0.74621,0.32814,0.75124,0,0,0,0,0,0,0,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,15924.2,0.73592,0.32615,0.7524,0,0,0,0,0,0,0,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,16611.7,0.73143,0.32294,0.75192,0,0,0,0,0,0,0,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,16991,0.72888,0.3229,0.75135,0,0,0,0,0,0,0,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,17278.2,0.72454,0.31976,0.75023,0,0,0,0,0,0,0,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,17564.8,0.71947,0.31752,0.74971,0,0,0,0,0,0,0,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,17826.2,0.71045,0.31409,0.74947,0,0,0,0,0,0,0,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,18101.3,0.71218,0.31503,0.74827,0,0,0,0,0,0,0,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,18407.8,0.70213,0.3105,0.74859,0,0,0,0,0,0,0,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,18705.5,0.70222,0.31004,0.74981,0,0,0,0,0,0,0,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,19001.9,0.69421,0.30903,0.74916,0,0,0,0,0,0,0,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,19305.2,0.6933,0.30677,0.7478,0,0,0,0,0,0,0,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,19592.8,0.69472,0.3056,0.74693,0,0,0,0,0,0,0,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,19917.9,0.68969,0.30264,0.74531,0,0,0,0,0,0,0,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,20169,0.67577,0.3003,0.74832,0,0,0,0,0,0,0,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,20424.7,0.67885,0.30009,0.74622,0,0,0,0,0,0,0,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,20670.3,0.67542,0.29762,0.74712,0,0,0,0,0,0,0,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,20860.3,0.66976,0.2962,0.74618,0,0,0,0,0,0,0,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,21051.4,0.66321,0.29403,0.74646,0,0,0,0,0,0,0,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,21242.3,0.66549,0.2946,0.74602,0,0,0,0,0,0,0,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,21469.8,0.66705,0.29284,0.74566,0,0,0,0,0,0,0,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,21735.3,0.65808,0.29163,0.74462,0,0,0,0,0,0,0,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,21996,0.65515,0.29006,0.74554,0,0,0,0,0,0,0,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,22251.2,0.64989,0.28862,0.74538,0,0,0,0,0,0,0,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,22508.5,0.64412,0.28587,0.74499,0,0,0,0,0,0,0,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,22759.7,0.64402,0.28507,0.74526,0,0,0,0,0,0,0,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,23033.4,0.6393,0.28316,0.74399,0,0,0,0,0,0,0,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,23290.6,0.63953,0.2831,0.74407,0,0,0,0,0,0,0,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,23562,0.63413,0.28061,0.7449,0,0,0,0,0,0,0,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,23834.7,0.63738,0.28087,0.74324,0,0,0,0,0,0,0,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,24113.2,0.62681,0.27765,0.74426,0,0,0,0,0,0,0,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,24364.9,0.62476,0.27713,0.7444,0,0,0,0,0,0,0,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,24634.2,0.62208,0.27601,0.74259,0,0,0,0,0,0,0,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,24895.6,0.62382,0.27548,0.74219,0,0,0,0,0,0,0,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,25151,0.61987,0.27365,0.74166,0,0,0,0,0,0,0,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,25409.5,0.61297,0.27021,0.74218,0,0,0,0,0,0,0,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,25671.8,0.61386,0.27006,0.74093,0,0,0,0,0,0,0,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,25929.6,0.60709,0.26873,0.74156,0,0,0,0,0,0,0,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,26190.6,0.60512,0.2674,0.74205,0,0,0,0,0,0,0,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,26465.3,0.60151,0.26613,0.74133,0,0,0,0,0,0,0,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,26723.9,0.59961,0.26493,0.74153,0,0,0,0,0,0,0,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,26982.1,0.59913,0.26493,0.7403,0,0,0,0,0,0,0,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,27229.1,0.59947,0.26397,0.74065,0,0,0,0,0,0,0,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,27489.2,0.59745,0.26238,0.74032,0,0,0,0,0,0,0,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,27731.5,0.59217,0.26096,0.74054,0,0,0,0,0,0,0,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,27979.7,0.59165,0.25921,0.74022,0,0,0,0,0,0,0,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,28224.6,0.58339,0.2564,0.74104,0,0,0,0,0,0,0,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,28474,0.57327,0.25408,0.74097,0,0,0,0,0,0,0,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,28738.9,0.58102,0.25476,0.7405,0,0,0,0,0,0,0,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,29026.7,0.58067,0.25438,0.73764,0,0,0,0,0,0,0,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,29286.8,0.57536,0.25242,0.73863,0,0,0,0,0,0,0,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,29518.2,0.57581,0.2517,0.73907,0,0,0,0,0,0,0,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,29798.2,0.57401,0.25023,0.73792,0,0,0,0,0,0,0,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,30127,0.56533,0.248,0.73925,0,0,0,0,0,0,0,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,30454,0.56374,0.24687,0.73922,0,0,0,0,0,0,0,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,30777.4,0.56781,0.24616,0.73834,0,0,0,0,0,0,0,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,31115.9,0.44961,0.22032,0.73798,0,0,0,0,0,0,0,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,31435.5,0.43464,0.21435,0.7388,0,0,0,0,0,0,0,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,31723.8,0.43508,0.21313,0.73832,0,0,0,0,0,0,0,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,32608,0.42272,0.20901,0.73737,0,0,0,0,0,0,0,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,33205.4,0.42082,0.20637,0.73687,0,0,0,0,0,0,0,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,33862.3,0.41863,0.20521,0.73665,0,0,0,0,0,0,0,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,34303,0.41463,0.20392,0.73678,0,0,0,0,0,0,0,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,34508.5,0.41562,0.20316,0.73699,0,0,0,0,0,0,0,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,34711,0.41021,0.20047,0.73545,0,0,0,0,0,0,0,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,35024.9,0.40647,0.19887,0.73544,0.99942,0.99246,0.99319,0.87601,0.24023,0.16783,0.67625,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
