epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
55,12446,0.66066,0.29415,0.74885,0,0,0,0,0,0,0,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,12652,0.6601,0.29245,0.74778,0,0,0,0,0,0,0,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,12899.8,0.6604,0.29313,0.749,0,0,0,0,0,0,0,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,13183.7,0.65718,0.29031,0.74869,0,0,0,0,0,0,0,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,13457.3,0.65199,0.28879,0.74739,0,0,0,0,0,0,0,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,13715.6,0.65282,0.28894,0.74785,0,0,0,0,0,0,0,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,13975.8,0.64876,0.28671,0.74808,0,0,0,0,0,0,0,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,14276.8,0.64246,0.28543,0.74827,0,0,0,0,0,0,0,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,14613.9,0.64182,0.28538,0.74718,0,0,0,0,0,0,0,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,14932.8,0.64104,0.28334,0.74648,0,0,0,0,0,0,0,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,15273.9,0.63864,0.28254,0.74595,0,0,0,0,0,0,0,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,15572.5,0.63256,0.28031,0.7471,0,0,0,0,0,0,0,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,15907.6,0.63011,0.27934,0.74721,0,0,0,0,0,0,0,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,16134.7,0.62737,0.27782,0.74665,0,0,0,0,0,0,0,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,16462.3,0.62493,0.27709,0.74676,0,0,0,0,0,0,0,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,16746.5,0.62185,0.27547,0.74639,0,0,0,0,0,0,0,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,17082.5,0.62002,0.27412,0.74509,0,0,0,0,0,0,0,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,17343.5,0.61905,0.27407,0.74495,0,0,0,0,0,0,0,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,17530.2,0.61834,0.27277,0.74509,0,0,0,0,0,0,0,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,17728.8,0.61452,0.27111,0.74479,0,0,0,0,0,0,0,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,17979.7,0.60918,0.26918,0.7451,0,0,0,0,0,0,0,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,18348.1,0.60905,0.26931,0.74462,0,0,0,0,0,0,0,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,18688.9,0.60383,0.26721,0.74458,0,0,0,0,0,0,0,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,19034.7,0.60443,0.26681,0.74461,0,0,0,0,0,0,0,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,19417.5,0.59899,0.26376,0.74337,0,0,0,0,0,0,0,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,19839.8,0.60102,0.26511,0.74431,0,0,0,0,0,0,0,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,20189.7,0.5953,0.26203,0.74431,0,0,0,0,0,0,0,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,20562.7,0.5974,0.26193,0.74185,0,0,0,0,0,0,0,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,20965,0.59137,0.25996,0.7429,0,0,0,0,0,0,0,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,21305.4,0.58713,0.25752,0.74381,0,0,0,0,0,0,0,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,21560.7,0.59149,0.25873,0.74259,0,0,0,0,0,0,0,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,21806.2,0.58527,0.25657,0.74214,0,0,0,0,0,0,0,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,22037.6,0.57918,0.25508,0.74316,0,0,0,0,0,0,0,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,22274.8,0.57836,0.25359,0.74332,0,0,0,0,0,0,0,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,22523.4,0.57731,0.25223,0.74285,0,0,0,0,0,0,0,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,22774.1,0.57156,0.24992,0.74214,0,0,0,0,0,0,0,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,23028.5,0.47424,0.2302,0.74452,0,0,0,0,0,0,0,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,23265.9,0.46363,0.22486,0.74181,0,0,0,0,0,0,0,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,23513.6,0.45665,0.22173,0.74016,0,0,0,0,0,0,0,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,23731.1,0.45054,0.21927,0.743,0,0,0,0,0,0,0,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,23972.5,0.45063,0.21809,0.74273,0,0,0,0,0,0,0,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,24204.9,0.44657,0.21623,0.74,0,0,0,0,0,0,0,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,24468.8,0.4423,0.2157,0.73982,0,0,0,0,0,0,0,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,24706.2,0.44041,0.21291,0.74065,0,0,0,0,0,0,0,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,24955.7,0.43457,0.21008,0.74057,0,0,0,0,0,0,0,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,25352.6,0.43495,0.20963,0.74138,0.99625,0.99649,0.9946,0.84255,0.34914,0.18975,0.72394,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
