epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
78,18488.7,0.57156,0.25502,0.74105,0,0,0,0,0,0,0,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,18661.5,0.56475,0.25265,0.74283,0,0,0,0,0,0,0,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,18829.6,0.56737,0.25236,0.74146,0,0,0,0,0,0,0,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,18993.8,0.56274,0.25066,0.74195,0,0,0,0,0,0,0,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,19156.4,0.56743,0.2509,0.73976,0,0,0,0,0,0,0,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,19319.9,0.56053,0.24867,0.74021,0,0,0,0,0,0,0,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,19478.5,0.55475,0.24651,0.74068,0,0,0,0,0,0,0,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,19648.6,0.55013,0.24547,0.74067,0,0,0,0,0,0,0,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,19820.4,0.55075,0.24409,0.73959,0,0,0,0,0,0,0,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,19992.2,0.54741,0.24256,0.7394,0,0,0,0,0,0,0,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,20155.2,0.54672,0.2421,0.74005,0,0,0,0,0,0,0,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,20319.7,0.5438,0.24022,0.74002,0,0,0,0,0,0,0,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,20484.2,0.54403,0.23895,0.73922,0,0,0,0,0,0,0,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,20669.9,0.43504,0.21708,0.73978,0,0,0,0,0,0,0,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,20862.3,0.42229,0.21124,0.74019,0,0,0,0,0,0,0,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,21075.4,0.4194,0.2093,0.73975,0,0,0,0,0,0,0,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,21249.8,0.41265,0.20557,0.73971,0,0,0,0,0,0,0,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,21603.2,0.40946,0.2039,0.7394,0,0,0,0,0,0,0,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,21940.3,0.40724,0.20265,0.73914,0,0,0,0,0,0,0,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,22148.2,0.40149,0.20007,0.73808,0,0,0,0,0,0,0,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,22376.3,0.39615,0.1968,0.73815,0,0,0,0,0,0,0,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,22610.6,0.40107,0.1973,0.73907,0,0,0,0,0,0,0,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,22975.6,0.39341,0.19431,0.7395,0.99889,0.99349,0.993,0.88316,0.24795,0.16388,0.71032,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
